version, size, time
1,10,0.000047300
1,10,0.000035800
1,10,0.000056700
1,10,0.000039200
1,10,0.000038500
1,10,0.000037000
1,10,0.000038900
1,10,0.000036200
1,10,0.000038700
1,10,0.000044900
1,10,0.000062900
1,10,0.000050100
1,10,0.000054800
1,100,0.000065200
1,100,0.000067400
1,100,0.000062900
1,100,0.000063300
1,100,0.000074600
1,100,0.000067000
1,100,0.000067600
1,100,0.000068700
1,100,0.000069700
1,100,0.000065800
1,100,0.000063700
1,100,0.000109000
1,100,0.000110500
1,500,0.000186700
1,500,0.000184700
1,500,0.000177500
1,500,0.000191100
1,500,0.000177700
1,500,0.000179500
1,500,0.000195600
1,500,0.000238400
1,500,0.000194900
1,500,0.000181800
1,500,0.000176500
1,500,0.000197300
1,500,0.000190000
1,1000,0.000344800
1,1000,0.000332400
1,1000,0.000567500
1,1000,0.000332800
1,1000,0.000335200
1,1000,0.000331000
1,1000,0.000334800
1,1000,0.000339100
1,1000,0.000482200
1,1000,0.000360800
1,1000,0.000332100
1,1000,0.000334600
1,1000,0.000491100
1,10000,0.003256100
1,10000,0.003536300
1,10000,0.004035400
1,10000,0.003204800
1,10000,0.003229200
1,10000,0.004327100
1,10000,0.003143900
1,10000,0.003830400
1,10000,0.003217800
1,10000,0.003963900
1,10000,0.003557100
1,10000,0.003810700
1,10000,0.003207500
1,50000,0.016766200
1,50000,0.016420700
1,50000,0.022418300
1,50000,0.024040200
1,50000,0.020726900
1,50000,0.019691400
1,50000,0.017452500
1,50000,0.021565500
1,50000,0.021932400
1,50000,0.024079300
1,50000,0.027903000
1,50000,0.018831900
1,50000,0.018869200
1,100000,0.038263400
1,100000,0.034700500
1,100000,0.035010400
1,100000,0.034476900
1,100000,0.036899400
1,100000,0.042798100
1,100000,0.037030800
1,100000,0.034338800
1,100000,0.034434600
1,100000,0.034559400
1,100000,0.033265700
1,100000,0.033197400
1,100000,0.040815000
1,250000,0.089542800
1,250000,0.082698200
1,250000,0.087543600
1,250000,0.085718600
1,250000,0.087120400
1,250000,0.097366000
1,250000,0.088867300
1,250000,0.094250100
1,250000,0.094848100
1,250000,0.084609800
1,250000,0.086304100
1,250000,0.097037500
1,250000,0.082146100
1,500000,0.168064500
1,500000,0.162634900
1,500000,0.165245800
1,500000,0.167685200
1,500000,0.161019900
1,500000,0.164388000
1,500000,0.171631800
1,500000,0.166153400
1,500000,0.163049300
1,500000,0.174507700
1,500000,0.164398800
1,500000,0.161360800
1,500000,0.163684900
1,750000,0.251573000
1,750000,0.251979500
1,750000,0.249454500
1,750000,0.251265900
1,750000,0.278328500
1,750000,0.251663200
1,750000,0.251464300
1,750000,0.254740500
1,750000,0.249734700
1,750000,0.255113100
1,750000,0.251196100
1,750000,0.257654700
1,750000,0.249319900
1,1000000,0.342082700
1,1000000,0.342933000
1,1000000,0.343212500
1,1000000,0.342544800
1,1000000,0.347301700
1,1000000,0.340254400
1,1000000,0.339900500
1,1000000,0.348284100
1,1000000,0.343904300
1,1000000,0.345000700
1,1000000,0.341271000
1,1000000,0.344052800
1,1000000,0.344708100
1,1500000,0.527338500
1,1500000,0.513293700
1,1500000,0.513136300
1,1500000,0.518361900
1,1500000,0.515231100
1,1500000,0.515303400
1,1500000,0.535348600
1,1500000,0.521065200
1,1500000,0.515983600
1,1500000,0.508396400
1,1500000,0.518842100
1,1500000,0.521661500
1,1500000,0.512915800
1,2000000,1.386602200
1,2000000,1.404572500
1,2000000,1.349747000
1,2000000,1.354134400
1,2000000,1.367669000
1,2000000,1.354408000
1,2000000,1.368470200
1,2000000,1.364088900
1,2000000,1.397057400
1,2000000,1.364201400
1,2000000,1.359324300
1,2000000,1.398302200
1,2000000,1.378972000
2,10,0.000040900
2,10,0.000034100
2,10,0.000036200
2,10,0.000036300
2,10,0.000034000
2,10,0.000057100
2,10,0.000034900
2,10,0.000033800
2,10,0.000034500
2,10,0.000034300
2,10,0.000034800
2,10,0.000034300
2,10,0.000035900
2,100,0.000061200
2,100,0.000079200
2,100,0.000063600
2,100,0.000068000
2,100,0.000065200
2,100,0.000103000
2,100,0.000065100
2,100,0.000095100
2,100,0.000069700
2,100,0.000060700
2,100,0.000063700
2,100,0.000061800
2,100,0.000062500
2,500,0.000180700
2,500,0.000177900
2,500,0.000182000
2,500,0.000190000
2,500,0.000196100
2,500,0.000183000
2,500,0.000349700
2,500,0.000181300
2,500,0.000176400
2,500,0.000186100
2,500,0.000201100
2,500,0.000180900
2,500,0.000190900
2,1000,0.000393700
2,1000,0.000361400
2,1000,0.000321400
2,1000,0.000327400
2,1000,0.000325500
2,1000,0.000314700
2,1000,0.000340800
2,1000,0.000329400
2,1000,0.000378100
2,1000,0.000329000
2,1000,0.000416400
2,1000,0.000326700
2,1000,0.000324200
2,10000,0.004242700
2,10000,0.003277400
2,10000,0.003379800
2,10000,0.003307200
2,10000,0.003374600
2,10000,0.003332800
2,10000,0.003210700
2,10000,0.003586600
2,10000,0.003192200
2,10000,0.003668400
2,10000,0.003316400
2,10000,0.003381800
2,10000,0.004937500
2,50000,0.016592000
2,50000,0.016506900
2,50000,0.017061600
2,50000,0.020236500
2,50000,0.015998900
2,50000,0.016017200
2,50000,0.016930400
2,50000,0.019677900
2,50000,0.016699600
2,50000,0.015837700
2,50000,0.016728700
2,50000,0.016242600
2,50000,0.016072400
2,100000,0.034693400
2,100000,0.033550700
2,100000,0.032487200
2,100000,0.032637000
2,100000,0.032288500
2,100000,0.032473000
2,100000,0.032789200
2,100000,0.032397500
2,100000,0.032668400
2,100000,0.032644100
2,100000,0.033617400
2,100000,0.034005800
2,100000,0.033428400
2,250000,0.084397600
2,250000,0.083957200
2,250000,0.085348000
2,250000,0.084310600
2,250000,0.086390700
2,250000,0.086161300
2,250000,0.085733100
2,250000,0.085283200
2,250000,0.085604000
2,250000,0.087700200
2,250000,0.091786400
2,250000,0.089400900
2,250000,0.085179200
2,500000,0.174378400
2,500000,0.168618600
2,500000,0.166402100
2,500000,0.162570300
2,500000,0.163868800
2,500000,0.168547500
2,500000,0.165652300
2,500000,0.166400700
2,500000,0.167547900
2,500000,0.164283200
2,500000,0.167484300
2,500000,0.172606500
2,500000,0.166192900
2,750000,0.252607100
2,750000,0.251234800
2,750000,0.248089100
2,750000,0.247942400
2,750000,0.258338000
2,750000,0.249949200
2,750000,0.254435800
2,750000,0.251392100
2,750000,0.249625100
2,750000,0.252284500
2,750000,0.251362400
2,750000,0.255338300
2,750000,0.251694400
2,1000000,0.344509300
2,1000000,0.341693600
2,1000000,0.336080600
2,1000000,0.344382500
2,1000000,0.341451200
2,1000000,0.337750200
2,1000000,0.338806900
2,1000000,0.339595900
2,1000000,0.338199000
2,1000000,0.346482900
2,1000000,0.341110200
2,1000000,0.339598800
2,1000000,0.336080900
2,1500000,0.514188800
2,1500000,0.518657400
2,1500000,0.517464800
2,1500000,0.511915300
2,1500000,0.516457100
2,1500000,0.516542400
2,1500000,0.514718800
2,1500000,0.524376800
2,1500000,0.527292400
2,1500000,0.528233800
2,1500000,0.527373100
2,1500000,0.523354000
2,1500000,0.516514100
2,2000000,1.359587700
2,2000000,1.374643400
2,2000000,1.362824600
2,2000000,1.424121300
2,2000000,1.347065700
2,2000000,1.367001000
2,2000000,1.365017000
2,2000000,1.349377800
2,2000000,1.338597600
2,2000000,1.365159600
2,2000000,1.437343000
2,2000000,1.348709500
2,2000000,1.350861300
3,10,0.000064500
3,10,0.000033100
3,10,0.000035000
3,10,0.000033900
3,10,0.000032900
3,10,0.000033600
3,10,0.000046700
3,10,0.000034100
3,10,0.000034600
3,10,0.000033700
3,10,0.000035700
3,10,0.000035700
3,10,0.000034900
3,100,0.000062700
3,100,0.000076800
3,100,0.000062300
3,100,0.000061400
3,100,0.000083700
3,100,0.000078700
3,100,0.000062600
3,100,0.000068200
3,100,0.000061200
3,100,0.000059800
3,100,0.000065000
3,100,0.000084100
3,100,0.000061000
3,500,0.000180300
3,500,0.000194100
3,500,0.000200800
3,500,0.000190300
3,500,0.000182700
3,500,0.000262200
3,500,0.000176900
3,500,0.000199900
3,500,0.000176500
3,500,0.000184900
3,500,0.000180100
3,500,0.000175600
3,500,0.000181100
3,1000,0.000344300
3,1000,0.000457000
3,1000,0.000386300
3,1000,0.000335200
3,1000,0.000331800
3,1000,0.000327200
3,1000,0.000330600
3,1000,0.000346500
3,1000,0.000324800
3,1000,0.000351700
3,1000,0.000345000
3,1000,0.000315200
3,1000,0.000305200
3,10000,0.003354900
3,10000,0.003235300
3,10000,0.003146100
3,10000,0.003395600
3,10000,0.003490200
3,10000,0.003262800
3,10000,0.003339600
3,10000,0.003271100
3,10000,0.003400700
3,10000,0.005007000
3,10000,0.003384100
3,10000,0.003217400
3,10000,0.003580900
3,50000,0.016551500
3,50000,0.016656600
3,50000,0.016099500
3,50000,0.016437600
3,50000,0.016312400
3,50000,0.015275900
3,50000,0.017371500
3,50000,0.016358800
3,50000,0.016125400
3,50000,0.018388700
3,50000,0.016046100
3,50000,0.017739400
3,50000,0.017608000
3,100000,0.033380100
3,100000,0.033363500
3,100000,0.033375200
3,100000,0.034735700
3,100000,0.032412000
3,100000,0.033711600
3,100000,0.032167200
3,100000,0.032252400
3,100000,0.032979500
3,100000,0.032435900
3,100000,0.031811900
3,100000,0.033447700
3,100000,0.033617900
3,250000,0.083610700
3,250000,0.081500500
3,250000,0.081515900
3,250000,0.083289900
3,250000,0.086813700
3,250000,0.082390000
3,250000,0.086651300
3,250000,0.086839100
3,250000,0.087653100
3,250000,0.083759500
3,250000,0.087851400
3,250000,0.081024700
3,250000,0.082899800
3,500000,0.165076700
3,500000,0.166022700
3,500000,0.163039000
3,500000,0.164104500
3,500000,0.164489300
3,500000,0.165156900
3,500000,0.172784100
3,500000,0.172143100
3,500000,0.161700900
3,500000,0.165999500
3,500000,0.183720700
3,500000,0.164920800
3,500000,0.165122000
3,750000,0.250499500
3,750000,0.250137800
3,750000,0.254357300
3,750000,0.258157300
3,750000,0.256793300
3,750000,0.253849100
3,750000,0.251705200
3,750000,0.251519000
3,750000,0.254969000
3,750000,0.258889200
3,750000,0.248799300
3,750000,0.255177200
3,750000,0.250138600
3,1000000,0.343296400
3,1000000,0.365824600
3,1000000,0.338240900
3,1000000,0.338994800
3,1000000,0.339764300
3,1000000,0.337299900
3,1000000,0.338242700
3,1000000,0.339167500
3,1000000,0.334448700
3,1000000,0.336894300
3,1000000,0.347802000
3,1000000,0.334613200
3,1000000,0.334932800
3,1500000,0.510560500
3,1500000,0.515554800
3,1500000,0.512960600
3,1500000,0.539805300
3,1500000,0.513678100
3,1500000,0.514438500
3,1500000,0.512059600
3,1500000,0.511178500
3,1500000,0.514966800
3,1500000,0.512533400
3,1500000,0.513397500
3,1500000,0.511692000
3,1500000,0.513466800
3,2000000,1.352916800
3,2000000,1.348816200
3,2000000,1.335518400
3,2000000,1.346315600
3,2000000,1.350349900
3,2000000,1.356205300
3,2000000,1.353523700
3,2000000,1.357846400
3,2000000,1.342888200
3,2000000,1.353615400
3,2000000,1.351349100
3,2000000,1.368705600
3,2000000,1.365646900
